a	affy_hugene_1_0_st_v1	ensembl_gene_id	gene_biotype	external_gene_name
35055	8101210	ENSG00000234036	processed_pseudogene	TXNP6
35152	8101212	ENSG00000118816	protein_coding	CCNI
35157	8101224	ENSG00000214062	processed_pseudogene	RPL7P17
32322	8101226	ENSG00000201641	snRNA	RNU6-1187P
35386	8101228	ENSG00000138767	protein_coding	CNOT6L
32207	8101235	ENSG00000200998	misc_RNA	AC112253.1
36151	8101237	ENSG00000163291	protein_coding	PAQR3
32980	8101253	ENSG00000156269	protein_coding	NAA11
32999	8101256	ENSG00000196475	protein_coding	GK2
33203	8101260	ENSG00000163297	protein_coding	ANTXR2
33589	8101284	ENSG00000138669	protein_coding	PRKG2
33742	8101304	ENSG00000138670	protein_coding	RASGEF1B
34015	8101324	ENSG00000138668	protein_coding	HNRNPD
34208	8101340	ENSG00000152795	protein_coding	HNRNPDL
34344	8101357	ENSG00000227304	transcribed_processed_pseudogene	AC067942.1
34436	8101359	ENSG00000231782	lncRNA	LINC00575
34446	8101366	ENSG00000145284	protein_coding	SCD5
34543	8101376	ENSG00000138674	protein_coding	SEC31A
34526	8101411	ENSG00000189308	protein_coding	LIN54
31734	8101427	ENSG00000199530	misc_RNA	AC021105.1
36321	8101429	ENSG00000145287	protein_coding	PLAC8
36332	8101437	ENSG00000173085	protein_coding	COQ2
36566	8101449	ENSG00000173083	protein_coding	HPSE
36722	8101467	ENSG00000163312	protein_coding	HELQ
36768	8101489	ENSG00000163322	protein_coding	ABRAXAS1
36892	8101507	ENSG00000163623	protein_coding	NKX6-1
36942	8101511	ENSG00000163625	protein_coding	WDFY3
31862	8101585	ENSG00000239466	misc_RNA	RN7SL552P
36943	8101585	ENSG00000163625	protein_coding	WDFY3
36225	8101609	ENSG00000145283	protein_coding	SLC10A6
36254	8101616	ENSG00000163633	protein_coding	C4orf36
36263	8101616	ENSG00000285458	protein_coding	AC093827.5
34919	8101622	ENSG00000099797	protein_coding	TECR
36260	8101622	ENSG00000235043	processed_pseudogene	TECRP1
36330	8101624	ENSG00000145332	protein_coding	KLHL8
36418	8101637	ENSG00000170509	protein_coding	HSD17B13
36413	8101648	ENSG00000198189	protein_coding	HSD17B11
32147	8101657	ENSG00000240966	misc_RNA	RN7SL681P
36701	8101659	ENSG00000152583	protein_coding	SPARCL1
32511	8101673	ENSG00000200024	misc_RNA	AC093895.1
37011	8101675	ENSG00000118777	protein_coding	ABCG2
32065	8101697	ENSG00000221440	snRNA	RNU6ATAC31P
37083	8101699	ENSG00000163644	protein_coding	PPM1K
37084	8101701	ENSG00000163644	protein_coding	PPM1K
31847	8101716	ENSG00000207480	misc_RNA	AC107067.1
37310	8101718	ENSG00000145337	protein_coding	PYURF
37311	8101718	ENSG00000255072	protein_coding	PIGY
31989	8101721	ENSG00000252322	misc_RNA	RN7SKP244
37313	8101723	ENSG00000177432	protein_coding	NAP1L5
37463	8101728	ENSG00000138640	protein_coding	FAM13A
36455	8101757	ENSG00000185477	protein_coding	GPRIN3
36472	8101762	ENSG00000145335	protein_coding	SNCA
33255	8101774	ENSG00000230043	processed_pseudogene	TMSB4XP6
36485	8101774	ENSG00000205542	protein_coding	TMSB4X
36821	8101774	ENSG00000187653	processed_pseudogene	TMSB4XP8
37198	8101780	ENSG00000163106	protein_coding	HPGDS
33673	8101788	ENSG00000182168	protein_coding	UNC5C
32418	8101810	ENSG00000200622	snRNA	RNU6-1059P
31805	8101814	ENSG00000201640	misc_RNA	RN7SKP28
33810	8101816	ENSG00000163116	protein_coding	STPG2
34174	8101828	ENSG00000168785	protein_coding	TSPAN5
34385	8101839	ENSG00000151247	protein_coding	EIF4E
34812	8101844	ENSG00000197894	protein_coding	ADH5
34834	8101852	ENSG00000198099	protein_coding	ADH4
34844	8101862	ENSG00000172955	protein_coding	ADH6
34832	8101874	ENSG00000187758	protein_coding	ADH1A
35329	8101881	ENSG00000196616	protein_coding	ADH1B
35328	8101893	ENSG00000248144	protein_coding	ADH1C
35355	8101904	ENSG00000196344	protein_coding	ADH7
35504	8101916	ENSG00000145331	protein_coding	TRMT10A
33505	8101925	ENSG00000109270	protein_coding	LAMTOR3
33536	8101934	ENSG00000164031	protein_coding	DNAJB14
33566	8101945	ENSG00000164032	protein_coding	H2AZ1
33567	8101952	ENSG00000145358	protein_coding	DDIT4L
33621	8101957	ENSG00000164035	protein_coding	EMCN
33760	8101971	ENSG00000138814	protein_coding	PPP3CA
34069	8101992	ENSG00000138821	protein_coding	SLC39A8
32294	8102004	ENSG00000241144	misc_RNA	RN7SL728P
34504	8102006	ENSG00000109323	protein_coding	MANBA
33444	8102024	ENSG00000109332	protein_coding	UBE2D3
33806	8102039	ENSG00000164037	protein_coding	SLC9B1
34196	8102050	ENSG00000164038	protein_coding	SLC9B2
34200	8102065	ENSG00000164039	protein_coding	BDH2
34572	8102076	ENSG00000138778	protein_coding	CENPE
34617	8102127	ENSG00000169836	protein_coding	TACR3
34686	8102135	ENSG00000168772	protein_coding	CXXC4
34888	8102141	ENSG00000138777	protein_coding	PPA2
35056	8102160	ENSG00000216425	processed_pseudogene	PIMREGP2
35156	8102162	ENSG00000138785	protein_coding	INTS12
37173	8102171	ENSG00000145348	protein_coding	TBCK
37351	8102200	ENSG00000155011	protein_coding	DKK2
37568	8102214	ENSG00000138801	protein_coding	PAPSS1
32218	8102230	ENSG00000222691	snRNA	RNU6-733P
37964	8102232	ENSG00000138795	protein_coding	LEF1
38052	8102247	ENSG00000234492	lncRNA	RPL34-AS1
36259	8102249	ENSG00000164089	protein_coding	ETNPPL
33031	8102263	ENSG00000188517	protein_coding	COL25A1
32312	8102305	ENSG00000243227	misc_RNA	RN7SL55P
33698	8102311	ENSG00000138794	protein_coding	CASP6
33753	8102321	ENSG00000285330	protein_coding	AC126283.2
33755	8102321	ENSG00000123739	protein_coding	PLA2G12A
34471	8102321	ENSG00000287078	lncRNA	AL513218.2
34645	8102321	ENSG00000224680	processed_pseudogene	PLA2G12AP1
33748	8102328	ENSG00000205403	protein_coding	CFI
33754	8102328	ENSG00000285330	protein_coding	AC126283.2
34470	8102342	ENSG00000170522	protein_coding	ELOVL6
34474	8102350	ENSG00000166530	processed_pseudogene	HSBP1P2
34603	8102352	ENSG00000164093	protein_coding	PITX2
34681	8102362	ENSG00000145365	protein_coding	TIFA
34926	8102368	ENSG00000178403	protein_coding	NEUROG2
34871	8102371	ENSG00000138658	protein_coding	ZGRF1
34872	8102389	ENSG00000138658	protein_coding	ZGRF1
31944	8102404	ENSG00000207927	miRNA	MIR302A
32227	8102404	ENSG00000284463	miRNA	MIR302B
32256	8102404	ENSG00000199145	miRNA	MIR302D
32288	8102404	ENSG00000199102	miRNA	MIR302C
32228	8102406	ENSG00000284463	miRNA	MIR302B
32289	8102406	ENSG00000199102	miRNA	MIR302C
34927	8102406	ENSG00000249532	lncRNA	MIR302CHG
31963	8102408	ENSG00000202536	misc_RNA	AC017007.1
32763	8102410	ENSG00000204652	processed_pseudogene	RPS26P8
33441	8102410	ENSG00000196656	transcribed_processed_pseudogene	AC004057.1
33577	8102410	ENSG00000235459	processed_pseudogene	RPS26P31
33605	8102410	ENSG00000223416	processed_pseudogene	RPS26P15
33607	8102410	ENSG00000225795	processed_pseudogene	AC006463.1
34823	8102410	ENSG00000212994	processed_pseudogene	RPS26P6
34836	8102410	ENSG00000224356	lncRNA	AL356966.1
34855	8102410	ENSG00000234354	processed_pseudogene	RPS26P47
34994	8102410	ENSG00000196933	processed_pseudogene	RPS26P11
35052	8102410	ENSG00000242970	processed_pseudogene	AC068522.1
35053	8102410	ENSG00000035681	protein_coding	NSMAF
35718	8102410	ENSG00000243403	processed_pseudogene	AC090543.3
35756	8102410	ENSG00000212829	processed_pseudogene	RPS26P3
37070	8102410	ENSG00000225071	processed_pseudogene	AC004552.1
38043	8102410	ENSG00000197728	protein_coding	RPS26
34913	8102415	ENSG00000145349	protein_coding	CAMK2D
35447	8102440	ENSG00000180801	protein_coding	ARSJ
35480	8102450	ENSG00000138653	protein_coding	NDST4
35501	8102464	ENSG00000174599	protein_coding	TRAM1L1
36329	8102468	ENSG00000164099	protein_coding	PRSS12
36643	8102482	ENSG00000150961	protein_coding	SEC24D
36761	8102513	ENSG00000178636	transcribed_processed_pseudogene	AC092656.1
36878	8102518	ENSG00000164096	protein_coding	C4orf3
36883	8102523	ENSG00000145384	protein_coding	FABP2
36978	8102532	ENSG00000138735	protein_coding	PDE5A
33240	8102560	ENSG00000258445	processed_pseudogene	AL132777.1
37193	8102560	ENSG00000164109	protein_coding	MAD2L1
37234	8102567	ENSG00000138738	protein_coding	PRDM5
37347	8102587	ENSG00000173376	protein_coding	NDNF
32292	8102592	ENSG00000223006	misc_RNA	RN7SKP137
37358	8102594	ENSG00000050730	protein_coding	TNIP3
32440	8102606	ENSG00000252183	snRNA	RNU6-948P
31722	8102608	ENSG00000207148	misc_RNA	AC093867.1
37745	8102608	ENSG00000186867	protein_coding	QRFPR
37744	8102610	ENSG00000186867	protein_coding	QRFPR
37954	8102619	ENSG00000164111	protein_coding	ANXA5
35938	8102636	ENSG00000164112	protein_coding	TMEM155
32989	8102643	ENSG00000145386	protein_coding	CCNA2
33180	8102655	ENSG00000138686	protein_coding	BBS7
33354	8102678	ENSG00000138741	protein_coding	TRPC3
32527	8102695	ENSG00000241037	misc_RNA	RN7SL335P
36652	8102697	ENSG00000109471	protein_coding	IL2
36660	8102707	ENSG00000138684	protein_coding	IL21
36703	8102713	ENSG00000170917	protein_coding	NUDT6
36951	8102720	ENSG00000151458	protein_coding	ANKRD50
32503	8102726	ENSG00000199862	misc_RNA	AC097378.1
37412	8102728	ENSG00000244021	processed_pseudogene	AC093591.1
33639	8102730	ENSG00000164073	protein_coding	MFSD8
34202	8102743	ENSG00000241651	processed_pseudogene	AC099340.1
34301	8102745	ENSG00000164040	protein_coding	PGRMC2
34482	8102751	ENSG00000151466	protein_coding	SCLT1
32033	8102779	ENSG00000241392	misc_RNA	RN7SL205P
35040	8102781	ENSG00000184139	processed_pseudogene	RPL7AP28
32355	8102785	ENSG00000283432	snRNA	AC108867.1
32607	8102787	ENSG00000207322	snRNA	RNU1-89P
33092	8102789	ENSG00000232186	processed_pseudogene	TERF1P7
33439	8102789	ENSG00000215102	processed_pseudogene	TERF1P4
33502	8102789	ENSG00000187589	processed_pseudogene	TERF1P2
36473	8102789	ENSG00000249311	processed_pseudogene	TERF1P3
37097	8102789	ENSG00000147601	protein_coding	TERF1
37677	8102789	ENSG00000231914	lncRNA	LINC00387
37682	8102789	ENSG00000226361	processed_pseudogene	TERF1P5
36735	8102792	ENSG00000189184	protein_coding	PCDH18
36753	8102800	ENSG00000151012	protein_coding	SLC7A11
37044	8102817	ENSG00000109381	protein_coding	ELF2
32463	8102829	ENSG00000206722	snRNA	RNU6-1074P
37231	8102831	ENSG00000109390	protein_coding	NDUFC1
37247	8102831	ENSG00000137463	protein_coding	MGARP
37232	8102839	ENSG00000109390	protein_coding	NDUFC1
37692	8102848	ENSG00000145391	protein_coding	SETD7
32072	8102858	ENSG00000201533	misc_RNA	RN7SKP237
33125	8102860	ENSG00000179101	processed_pseudogene	H3P47
34510	8102860	ENSG00000163041	protein_coding	H3-3A
34869	8102860	ENSG00000250966	processed_pseudogene	H3P14
36651	8102860	ENSG00000236534	processed_pseudogene	H3P36
37600	8102860	ENSG00000235655	processed_pseudogene	H3P6
37719	8102860	ENSG00000178458	processed_pseudogene	H3P16
37720	8102862	ENSG00000196782	protein_coding	MAML3
31853	8102869	ENSG00000252233	misc_RNA	RN7SKP253
37765	8102871	ENSG00000196951	lncRNA	SCOC-AS1
37764	8102875	ENSG00000241923	processed_pseudogene	RPL14P3
37840	8102877	ENSG00000153132	protein_coding	CLGN
37890	8102894	ENSG00000205301	protein_coding	MGAT4D
37947	8102904	ENSG00000109424	protein_coding	UCP1
37965	8102912	ENSG00000109436	protein_coding	TBC1D9
32620	8102936	ENSG00000207155	misc_RNA	RNY1P14
38002	8102938	ENSG00000170153	protein_coding	RNF150
37423	8102948	ENSG00000248810	lncRNA	LINC02432
37686	8102950	ENSG00000109452	protein_coding	INPP4B
37873	8102984	ENSG00000286771	lncRNA	AC097658.4
37874	8102984	ENSG00000228981	processed_pseudogene	AC097658.2
33453	8102986	ENSG00000183090	protein_coding	FREM3
33454	8102988	ENSG00000197465	protein_coding	GYPE
33463	8102993	ENSG00000250361	protein_coding	GYPB
33424	8102998	ENSG00000170180	protein_coding	GYPA
33461	8102998	ENSG00000285783	lncRNA	AC098588.3
33338	8103005	ENSG00000164162	protein_coding	ANAPC10
33460	8103005	ENSG00000285713	protein_coding	AC098588.2
33394	8103011	ENSG00000164164	protein_coding	OTUD4
36623	8103025	ENSG00000151612	protein_coding	ZNF827
32455	8103041	ENSG00000201314	misc_RNA	AC108206.1
36845	8103043	ENSG00000120519	protein_coding	SLC10A7
36952	8103064	ENSG00000137473	protein_coding	TTC29
37029	8103079	ENSG00000164169	protein_coding	PRMT9
37124	8103094	ENSG00000151623	protein_coding	NR3C2
34061	8103106	ENSG00000198589	protein_coding	LRBA
34801	8103166	ENSG00000109686	protein_coding	SH3D19
35349	8103188	ENSG00000059691	protein_coding	GATB
31879	8103202	ENSG00000253077	rRNA_pseudogene	RNA5SP169
31693	8103204	ENSG00000244544	misc_RNA	RN7SL446P
36018	8103206	ENSG00000109670	protein_coding	FBXW7
34819	8103222	ENSG00000145425	protein_coding	RPS3A
34922	8103222	ENSG00000234031	processed_pseudogene	RPS3AP44
36054	8103222	ENSG00000243417	processed_pseudogene	RPS3AP18
36435	8103222	ENSG00000280813	unprocessed_pseudogene	AC092902.3
36976	8103222	ENSG00000213757	processed_pseudogene	RPS3AP20
37485	8103222	ENSG00000251313	processed_pseudogene	AC073648.4
37497	8103222	ENSG00000214389	processed_pseudogene	RPS3AP26
37591	8103222	ENSG00000234797	processed_pseudogene	RPS3AP6
38025	8103222	ENSG00000242229	processed_pseudogene	RPS3AP14
36062	8103226	ENSG00000170006	protein_coding	TMEM154
36070	8103235	ENSG00000169989	protein_coding	TIGD4
32017	8103238	ENSG00000201786	misc_RNA	AC013477.1
35969	8103240	ENSG00000213406	processed_pseudogene	ANXA2P1
32389	8103242	ENSG00000243883	misc_RNA	RN7SL419P
36691	8103244	ENSG00000145428	protein_coding	RNF175
36720	8103254	ENSG00000145423	protein_coding	SFRP2
36736	8103260	ENSG00000197410	protein_coding	DCHS2
38255	8103260	ENSG00000284227	protein_coding	DCHS2
36876	8103289	ENSG00000171566	protein_coding	PLRG1
31695	8103309	ENSG00000200350	snRNA	RNU6-1285P
36877	8103309	ENSG00000171566	protein_coding	PLRG1
37010	8103311	ENSG00000171560	protein_coding	FGA
37134	8103326	ENSG00000171557	protein_coding	FGG
37210	8103341	ENSG00000164114	protein_coding	MAP9
37362	8103358	ENSG00000248748	unprocessed_pseudogene	MTND5P9
37365	8103358	ENSG00000248548	unprocessed_pseudogene	MTND4P8
37368	8103358	ENSG00000249127	unprocessed_pseudogene	MTND3P3
37372	8103358	ENSG00000249698	unprocessed_pseudogene	MTCO3P9
37377	8103358	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37383	8103358	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37390	8103358	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37363	8103360	ENSG00000248748	unprocessed_pseudogene	MTND5P9
37366	8103360	ENSG00000248548	unprocessed_pseudogene	MTND4P8
37370	8103360	ENSG00000249127	unprocessed_pseudogene	MTND3P3
37374	8103360	ENSG00000249698	unprocessed_pseudogene	MTCO3P9
37379	8103360	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37385	8103360	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37392	8103360	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37364	8103362	ENSG00000248748	unprocessed_pseudogene	MTND5P9
37367	8103362	ENSG00000248548	unprocessed_pseudogene	MTND4P8
37371	8103362	ENSG00000249127	unprocessed_pseudogene	MTND3P3
37375	8103362	ENSG00000249698	unprocessed_pseudogene	MTCO3P9
37380	8103362	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37386	8103362	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37393	8103362	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37376	8103364	ENSG00000249698	unprocessed_pseudogene	MTCO3P9
37382	8103364	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37389	8103364	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37396	8103364	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37402	8103364	ENSG00000248907	unprocessed_pseudogene	MTND2P33
37369	8103366	ENSG00000249127	unprocessed_pseudogene	MTND3P3
37373	8103366	ENSG00000249698	unprocessed_pseudogene	MTCO3P9
37378	8103366	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37384	8103366	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37391	8103366	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37399	8103366	ENSG00000248907	unprocessed_pseudogene	MTND2P33
37405	8103366	ENSG00000251407	unprocessed_pseudogene	MTND1P22
37381	8103368	ENSG00000248420	unprocessed_pseudogene	MTATP6P9
37388	8103368	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37395	8103368	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37401	8103368	ENSG00000248907	unprocessed_pseudogene	MTND2P33
37407	8103368	ENSG00000251407	unprocessed_pseudogene	MTND1P22
37387	8103370	ENSG00000249386	unprocessed_pseudogene	MTCO2P9
37394	8103370	ENSG00000251223	unprocessed_pseudogene	MTCO1P9
37400	8103370	ENSG00000248907	unprocessed_pseudogene	MTND2P33
37406	8103370	ENSG00000251407	unprocessed_pseudogene	MTND1P22
37398	8103372	ENSG00000248907	unprocessed_pseudogene	MTND2P33
37403	8103372	ENSG00000251407	unprocessed_pseudogene	MTND1P22
37404	8103374	ENSG00000251407	unprocessed_pseudogene	MTND1P22
35019	8103378	ENSG00000262505	protein_coding	AC093830.1
36567	8103378	ENSG00000256394	protein_coding	ASIC5
35080	8103389	ENSG00000263238	protein_coding	CTSO
36608	8103389	ENSG00000256043	protein_coding	CTSO
36646	8103399	ENSG00000145431	protein_coding	PDGFC
32304	8103409	ENSG00000252350	ribozyme	RPPH1-3P
32575	8103411	ENSG00000199859	snRNA	RNU6-582P
36798	8103411	ENSG00000249819	processed_pseudogene	AC112240.1
31791	8103413	ENSG00000200521	misc_RNA	AC104787.1
37074	8103415	ENSG00000164125	protein_coding	GASK1B
37640	8103431	ENSG00000205208	protein_coding	C4orf46
37638	8103437	ENSG00000171497	protein_coding	PPID
37762	8103452	ENSG00000164123	protein_coding	C4orf45
31942	8103458	ENSG00000206978	misc_RNA	AC093700.1
37438	8103466	ENSG00000168843	protein_coding	FSTL5
37616	8103485	ENSG00000145414	protein_coding	NAF1
37628	8103494	ENSG00000164128	protein_coding	NPY1R
37678	8103503	ENSG00000151005	protein_coding	TKTL2
37749	8103508	ENSG00000145416	protein_coding	MARCHF1
32270	8103516	ENSG00000253001	misc_RNA	RN7SKP105
37755	8103518	ENSG00000248546	processed_pseudogene	ANP32C
37881	8103520	ENSG00000183439	protein_coding	TRIM61
37922	8103524	ENSG00000170088	protein_coding	TMEM192
37928	8103535	ENSG00000229894	protein_coding	GK3P
32186	8103540	ENSG00000252959	rRNA_pseudogene	RNA5SP170
31667	8103542	ENSG00000206711	misc_RNA	AC107055.1
33298	8103544	ENSG00000196104	protein_coding	SPOCK3
32419	8103559	ENSG00000212373	rRNA_pseudogene	RNA5SP171
32449	8103561	ENSG00000240772	misc_RNA	RN7SL776P
33741	8103563	ENSG00000137628	protein_coding	DDX60
33912	8103601	ENSG00000181381	protein_coding	DDX60L
32359	8103620	ENSG00000206613	snRNA	RNU6-1336P
33871	8103622	ENSG00000145439	protein_coding	CBR4
34275	8103630	ENSG00000154447	protein_coding	SH3RF1
34552	8103646	ENSG00000137601	protein_coding	NEK1
34826	8103684	ENSG00000056050	protein_coding	HPF1
34843	8103693	ENSG00000229204	processed_pseudogene	PTGES3P3
34847	8103695	ENSG00000198948	protein_coding	MFAP3L
36369	8103706	ENSG00000109576	protein_coding	AADAT
36465	8103722	ENSG00000181359	transcribed_processed_pseudogene	HSP90AA6P
36647	8103728	ENSG00000164104	protein_coding	HMGB2
36694	8103736	ENSG00000164106	protein_coding	SCRG1
31986	8103743	ENSG00000252898	snRNA	RNU6-1096P
36710	8103745	ENSG00000164107	protein_coding	HAND2
36709	8103753	ENSG00000234801	processed_pseudogene	MORF4
37280	8103755	ENSG00000164117	protein_coding	FBXO8
33747	8103769	ENSG00000164120	protein_coding	HPGD
33879	8103778	ENSG00000145451	protein_coding	GLRA3
34234	8103789	ENSG00000150625	protein_coding	GPM6A
34593	8103802	ENSG00000150628	protein_coding	SPATA4
34608	8103812	ENSG00000164122	protein_coding	ASB5
34620	8103822	ENSG00000150630	protein_coding	VEGFC
34651	8103834	ENSG00000038002	protein_coding	AGA
31823	8103847	ENSG00000201931	rRNA	RNA5SP172
31837	8103847	ENSG00000285574	rRNA_pseudogene	AC078881.2
32111	8103849	ENSG00000253000	snRNA	RNU1-45P
34777	8103853	ENSG00000177822	lncRNA	TENM3-AS1
34827	8103859	ENSG00000129187	protein_coding	DCTD
34857	8103867	ENSG00000251359	lncRNA	WWC2-AS2
35147	8103877	ENSG00000177300	protein_coding	CLDN22
35395	8103877	ENSG00000185758	protein_coding	CLDN24
35396	8103879	ENSG00000185758	protein_coding	CLDN24
32976	8103881	ENSG00000244490	processed_pseudogene	RWDD4P1
35518	8103881	ENSG00000182552	protein_coding	RWDD4
36923	8103881	ENSG00000175741	processed_pseudogene	RWDD4P2
32542	8103892	ENSG00000201433	snRNA	RNU6-335P
35587	8103894	ENSG00000164303	protein_coding	ENPP6
35635	8103904	ENSG00000227765	processed_pseudogene	MYL12BP2
35636	8103906	ENSG00000180712	lncRNA	LINC02363
35669	8103911	ENSG00000168310	protein_coding	IRF2
35774	8103922	ENSG00000164305	protein_coding	CASP3
35839	8103932	ENSG00000151725	protein_coding	CENPU
36584	8103951	ENSG00000151726	protein_coding	ACSL1
36633	8103975	ENSG00000249138	transcribed_processed_pseudogene	AC084871.1
36918	8103979	ENSG00000164323	protein_coding	CFAP97
36928	8103986	ENSG00000109771	protein_coding	LRP2BP
37152	8103998	ENSG00000109775	protein_coding	UFSP2
31803	8104012	ENSG00000207231	misc_RNA	AC106897.1
37286	8104014	ENSG00000168491	protein_coding	CCDC110
37276	8104022	ENSG00000154553	protein_coding	PDLIM3
36199	8104035	ENSG00000154556	protein_coding	SORBS2
32516	8104068	ENSG00000207497	misc_RNA	AC104805.1
32096	8104070	ENSG00000222727	snRNA	RNU4-64P
34204	8104072	ENSG00000279943	TEC	AC110771.1
34261	8104074	ENSG00000168412	protein_coding	MTNR1A
34437	8104079	ENSG00000083857	protein_coding	FAT1
34573	8104107	ENSG00000179046	protein_coding	TRIML2
31769	8104115	ENSG00000201085	snRNA	RNU6-173P
31719	8104117	ENSG00000277908	snRNA	RNU1-51P
32331	8104117	ENSG00000202215	snRNA	RNU1-51P
32427	8104117	ENSG00000274208	snRNA	AF250324.2
32923	8104117	ENSG00000276052	snRNA	RNU1-51P
35766	8104119	ENSG00000173876	unprocessed_pseudogene	TUBB7P
37767	8104119	ENSG00000251297	unprocessed_pseudogene	TUBB7P
38073	8104119	ENSG00000283593	unprocessed_pseudogene	TUBB7P
38190	8104119	ENSG00000283655	unprocessed_pseudogene	TUBB7P
34307	8104122	ENSG00000279626	unprocessed_pseudogene	DUX4L28
34312	8104122	ENSG00000280337	unprocessed_pseudogene	DUX4L25
34316	8104122	ENSG00000274599	unprocessed_pseudogene	DUX4L24
34320	8104122	ENSG00000276964	unprocessed_pseudogene	DUX4L23
34325	8104122	ENSG00000277274	unprocessed_pseudogene	DUX4L22
34329	8104122	ENSG00000275610	unprocessed_pseudogene	DUX4L21
34333	8104122	ENSG00000276164	unprocessed_pseudogene	DUX4L20
34366	8104122	ENSG00000237635	unprocessed_pseudogene	DUX4L29
34370	8104122	ENSG00000278664	unprocessed_pseudogene	DUX4L10
34374	8104122	ENSG00000278761	unprocessed_pseudogene	DUX4L11
34378	8104122	ENSG00000278790	unprocessed_pseudogene	DUX4L12
34386	8104122	ENSG00000276046	unprocessed_pseudogene	DUX4L13
34390	8104122	ENSG00000276904	unprocessed_pseudogene	DUX4L14
34394	8104122	ENSG00000278641	unprocessed_pseudogene	DUX4L15
35767	8104122	ENSG00000276616	unprocessed_pseudogene	DUX4L9
36967	8104122	ENSG00000236138	processed_pseudogene	DUX4L26
37768	8104122	ENSG00000224807	unprocessed_pseudogene	DUX4L9
37774	8104122	ENSG00000281591	lncRNA	DBET
37778	8104122	ENSG00000277162	unprocessed_pseudogene	U85056.1
37785	8104122	ENSG00000281720	unprocessed_pseudogene	DUX4L8
37790	8104122	ENSG00000281652	unprocessed_pseudogene	DUX4L7
37794	8104122	ENSG00000281058	unprocessed_pseudogene	DUX4L6
37798	8104122	ENSG00000280799	unprocessed_pseudogene	DUX4L5
37803	8104122	ENSG00000258834	unprocessed_pseudogene	DUX4L4
37807	8104122	ENSG00000280757	unprocessed_pseudogene	DUX4L1
37811	8104122	ENSG00000281627	unprocessed_pseudogene	DUX4L3
37823	8104122	ENSG00000280457	unprocessed_pseudogene	DUX4L2
37827	8104122	ENSG00000260596	protein_coding	DUX4
38077	8104122	ENSG00000283181	unprocessed_pseudogene	DUX4L9
38081	8104122	ENSG00000283363	unprocessed_pseudogene	DUX4L8
38087	8104122	ENSG00000284383	protein_coding	CT476828.17
38091	8104122	ENSG00000284496	protein_coding	CT476828.19
38095	8104122	ENSG00000284262	protein_coding	CT476828.16
38099	8104122	ENSG00000283767	protein_coding	CT476828.1
38103	8104122	ENSG00000284210	protein_coding	CT476828.15
38107	8104122	ENSG00000283884	protein_coding	CT476828.5
38111	8104122	ENSG00000283955	protein_coding	CT476828.8
38115	8104122	ENSG00000284025	protein_coding	CT476828.10
38119	8104122	ENSG00000283878	protein_coding	CT476828.4
38123	8104122	ENSG00000284181	protein_coding	CT476828.14
38127	8104122	ENSG00000283820	protein_coding	CT476828.2
38131	8104122	ENSG00000283949	protein_coding	DUX4
38194	8104122	ENSG00000283184	unprocessed_pseudogene	DUX4L9
38198	8104122	ENSG00000283570	unprocessed_pseudogene	DUX4L8
38202	8104122	ENSG00000283834	unprocessed_pseudogene	DUX4L2
38207	8104122	ENSG00000284475	protein_coding	CT476828.18
38211	8104122	ENSG00000284002	protein_coding	CT476828.9
38215	8104122	ENSG00000283830	protein_coding	CT476828.3
38219	8104122	ENSG00000283898	protein_coding	CT476828.7
38223	8104122	ENSG00000284502	protein_coding	CT476828.20
38227	8104122	ENSG00000283893	protein_coding	CT476828.6
38231	8104122	ENSG00000284156	protein_coding	CT476828.12
38235	8104122	ENSG00000284507	protein_coding	CT476828.21
38239	8104122	ENSG00000284066	protein_coding	CT476828.11
38243	8104122	ENSG00000284174	protein_coding	CT476828.13
38247	8104122	ENSG00000284298	protein_coding	HM190170.1
34178	8104124	ENSG00000225899	protein_coding	FRG2B
35771	8104124	ENSG00000274972	protein_coding	FRG2
37772	8104124	ENSG00000205097	protein_coding	FRG2
38086	8104124	ENSG00000285063	protein_coding	FRG2
38206	8104124	ENSG00000285202	protein_coding	FRG2
31846	8104129	ENSG00000252199	snoRNA	AC018692.1
35948	8104131	ENSG00000280081	transcribed_processed_pseudogene	LINC01667
37473	8104136	ENSG00000215612	protein_coding	HMX1
38176	8104136	ENSG00000288204	protein_coding	HMX1
31994	8104139	ENSG00000278384	protein_coding	AL354822.1
32946	8104139	ENSG00000279720	processed_pseudogene	SOWAHCP2
